Dartrix,723,Gräs/Flygande
Decidueye,724,Gräs/Spöke
Litten,725,Eld
Torracat,726,Eld
Incineroar,727,Eld/Mörk
Popplio,728,Vatten
Brionne,729,Vatten
Primarina,730,Vatten/Fe
Pikipek,731,Normal/Flygande
Trumbeak,732,Normal/Flygande
Toucannon,733,Normal/Flygande
Yungoos,734,Normal
Gumshoos,735,Normal
Grubbin,736,Insekt
Charjabug,737,Insekt/Elektrisk
Vikavolt,738,Insekt/Elektrisk
Crabrawler,739,Kamp
Crabominable,740,Kamp/Is
Oricorio,741,Elektrisk/Flygande
Cutiefly,742,Insekt/Fe
Ribombee,743,Insekt/Fe
Rockruff,744,Sten
Lycanroc,745,Sten
Wishiwashi,746,Vatten
Mareanie,747,Gift/Vatten
Toxapex,748,Gift/Vatten
Mudbray,749,Mark
Mudsdale,750,Mark
Dewpider,751,Vatten/Insekt
Araquanid,752,Vatten/Insekt
Fomantis,753,Gräs
Lurantis,754,Gräs
Morelull,755,Gräs/Fe
Shiinotic,756,Gräs/Fe
Salandit,757,Gift/Eld
Salazzle,758,Gift/Eld
Stufful,759,Normal/Kamp
Bewear,760,Normal/Kamp
Bounsweet,761,Gräs
Steenee,762,Gräs
Tsareena,763,Gräs
Comfey,764,Fe
Oranguru,765,Normal/Psykisk
Passimian,766,Kamp
Wimpod,767,Insekt/Vatten
Golisopod,768,Insekt/Vatten
Sandygast,769,Spöke/Mark
Palossand,770,Spöke/Mark
Pyukumuku,771,Vatten
Type: Null,772,Normal
Silvally,773,Normal
Minior,774,Sten/Flygande
Komala,775,Normal
Turtonator,776,Eld/Drake
Togedemaru,777,Elektrisk/Stål
Mimikyu,778,Spöke/Fe
Bruxish,779,Vatten/Psykisk
Drampa,780,Normal/Drake
Dhelmise,781,Spöke/Gräs
Jangmo-o,782,Drake
Hakamo-o,783,Drake/Kamp
Kommo-o,784,Drake/Kamp
Tapu Koko,785,Elektrisk/Fe
Tapu Lele,786,Psykisk/Fe
Tapu Bulu,787,Gräs/Fe
Tapu Fini,788,Vatten/Fe
Cosmog,789,Psykisk
Cosmoem,790,Psykisk
Solgaleo,791,Psykisk/Stål
Lunala,792,Psykisk/Spöke
Nihilego,793,Sten/Gift
Buzzwole,794,Insekt/Kamp
Pheromosa,795,Insekt/Kamp
Xurkitree,796,Elektrisk
Celesteela,797,Stål/Flygande
Kartana,798,Gräs/Stål
Guzzlord,799,Mörk/Drake
Necrozma,800,Psykisk
Magearna,801,Stål/Fe
Marshadow,802,Kamp/Spöke
Poipole,803,Gift
Naganadel,804,Gift/Drake
Stakataka,805,Sten/Stål
Blacephalon,806,Eld/Spöke
Zeraora,807,Elektrisk
Meltan,808,Stål
Melmetal,809,Stål
Grookey,810,Gräs
