Grovyle,253,Gräs
Sceptile,254,Gräs
Torchic,255,Eld
Combusken,256,Eld/Kamp
Blaziken,257,Eld/Kamp
Mudkip,258,Vatten
Marshtomp,259,Vatten/Mark
Swampert,260,Vatten/Mark
Poochyena,261,Mörk
Mightyena,262,Mörk
Zigzagoon,263,Normal
Linoone,264,Normal
Wurmple,265,Insekt
Silcoon,266,Insekt
Beautifly,267,Insekt/Flygande
Cascoon,268,Insekt
Dustox,269,Insekt/Gift
Lotad,270,Vatten/Gräs
Lombre,271,Vatten/Gräs
Ludicolo,272,Vatten/Gräs
Seedot,273,Gräs
Nuzleaf,274,Gräs/Mörk
Shiftry,275,Gräs/Mörk
Taillow,276,Normal/Flygande
Swellow,277,Normal/Flygande
Wingull,278,Vatten/Flygande
Pelipper,279,Vatten/Flygande
Ralts,280,Psykisk/Fe
Kirlia,281,Psykisk/Fe
Gardevoir,282,Psykisk/Fe
Surskit,283,Insekt/Vatten
Masquerain,284,Insekt/Flygande
Shroomish,285,Gräs
Breloom,286,Gräs/Kamp
Slakoth,287,Normal
Vigoroth,288,Normal
Slaking,289,Normal
Nincada,290,Insekt/Mark
Ninjask,291,Insekt/Flygande
Shedinja,292,Insekt/Spöke
Whismur,293,Normal
Loudred,294,Normal
Exploud,295,Normal
Makuhita,296,Kamp
Hariyama,297,Kamp
Azurill,298,Normal/Fe
Nosepass,299,Sten
Skitty,300,Normal
Delcatty,301,Normal
Sableye,302,Mörk/Spöke
Mawile,303,Stål/Fe
Aron,304,Stål/Sten
Lairon,305,Stål/Sten
Aggron,306,Stål/Sten
Meditite,307,Kamp/Psykisk
Medicham,308,Kamp/Psykisk
Electrike,309,Elektrisk
Manectric,310,Elektrisk
Plusle,311,Elektrisk
Minun,312,Elektrisk
Volbeat,313,Insekt
Illumise,314,Insekt
Roselia,315,Gräs/Gift
Gulpin,316,Gift
Swalot,317,Gift
Carvanha,318,Vatten/Mörk
Sharpedo,319,Vatten/Mörk
Wailmer,320,Vatten
Wailord,321,Vatten
Numel,322,Eld/Mark
Camerupt,323,Eld/Mark
Torkoal,324,Eld
Spoink,325,Psykisk
Grumpig,326,Psykisk
Spinda,327,Normal
Trapinch,328,Mark
Vibrava,329,Mark/Drake
Flygon,330,Mark/Drake
Cacnea,331,Gräs
Cacturne,332,Gräs/Mörk
Swablu,333,Normal/Flygande
Altaria,334,Drake/Flygande
Zangoose,335,Normal
Seviper,336,Gift
Lunatone,337,Sten/Psykisk
Solrock,338,Sten/Psykisk
Barboach,339,Vatten/Mark
Whiscash,340,Vatten/Mark
Corphish,341,Vatten
Crawdaunt,342,Vatten/Mörk
Baltoy,343,Mark/Psykisk
Claydol,344,Mark/Psykisk
Lileep,345,Sten/Gräs
Cradily,346,Sten/Gräs
Anorith,347,Sten/Insekt
Armaldo,348,Sten/Insekt
Feebas,349,Vatten
Milotic,350,Vatten
Castform,351,Normal
Kecleon,352,Normal
Shuppet,353,Spöke
Banette,354,Spöke
Duskull,355,Spöke
Dusclops,356,Spöke
Tropius,357,Gräs/Flygande
Chimecho,358,Psykisk
Absol,359,Mörk
Wynaut,360,Psykisk
Snorunt,361,Is
Glalie,362,Is
Spheal,363,Is/Vatten
Sealeo,364,Is/Vatten
Walrein,365,Is/Vatten
Clamperl,366,Vatten
Huntail,367,Vatten
Gorebyss,368,Vatten
Relicanth,369,Vatten/Sten
Luvdisc,370,Vatten
Bagon,371,Drake
Shelgon,372,Drake
Salamence,373,Drake/Flygande
Beldum,374,Stål/Psykisk
Metang,375,Stål/Psykisk
Metagross,376,Stål/Psykisk
Regirock,377,Sten
Regice,378,Is
Registeel,379,Stål
Latias,380,Drake/Psykisk
Latios,381,Drake/Psykisk
Kyogre,382,Vatten
Groudon,383,Mark
Rayquaza,384,Drake/Flygande
Jirachi,385,Stål/Psykisk
Deoxys,386,Psykisk
Turtwig,387,Gräs
