Thwackey,811,Gräs
Rillaboom,812,Gräs
Scorbunny,813,Eld
Raboot,814,Eld
Cinderace,815,Eld
Sobble,816,Vatten
Drizzile,817,Vatten
Inteleon,818,Vatten
Skwovet,819,Normal
Greedent,820,Normal
Rookidee,821,Flygande
Corvisquire,822,Flygande
Corviknight,823,Flygande/Stål
Blipbug,824,Insekt
Dottler,825,Insekt/Psykisk
Orbeetle,826,Insekt/Psykisk
Nickit,827,Mörk
Thievul,828,Mörk
Gossifleur,829,Gräs
Eldegoss,830,Gräs
Wooloo,831,Normal
Dubwool,832,Normal
Chewtle,833,Vatten
Drednaw,834,Vatten/Sten
Yamper,835,Elektrisk
Boltund,836,Elektrisk
Rolycoly,837,Sten
Carkol,838,Sten/Eld
Coalossal,839,Sten/Eld
Applin,840,Gräs/Drake
Flapple,841,Gräs/Drake
Appletun,842,Gräs/Drake
Silicobra,843,Mark
Sandaconda,844,Mark
Cramorant,845,Flygande/Vatten
Arrokuda,846,Vatten
Barraskewda,847,Vatten
Toxel,848,Elektrisk/Gift
Toxtricity,849,Elektrisk/Gift
Sizzlipede,850,Eld/Insekt
Centiskorch,851,Eld/Insekt
Clobbopus,852,Kamp
Grapploct,853,Kamp
Sinistea,854,Spöke
Polteageist,855,Spöke
Hatenna,856,Psykisk
Hattrem,857,Psykisk
Hatterene,858,Psykisk/Fe
Impidimp,859,Mörk/Fe
Morgrem,860,Mörk/Fe
Grimmsnarl,861,Mörk/Fe
Obstagoon,862,Mörk/Normal
Perrserker,863,Stål
Cursola,864,Spöke
Sirfetch'd,865,Kamp
Mr. Rime,866,Is/Psykisk
Runerigus,867,Mark/Spöke
Milcery,868,Fe
Alcremie,869,Fe
Falinks,870,Kamp
Pincurchin,871,Elektrisk
Snom,872,Is/Insekt
Frosmoth,873,Is/Insekt
Stonjourner,874,Sten
Eiscue,875,Is
Indeedee,876,Psykisk/Normal
Morpeko,877,Elektrisk/Mörk
Cufant,878,Stål
Copperajah,879,Stål
Dracozolt,880,Elektrisk/Drake
Arctozolt,881,Elektrisk/Is
Dracovish,882,Vatten/Drake
Arctovish,883,Vatten/Is
Duraludon,884,Stål/Drake
Dreepy,885,Drake/Spöke
Drakloak,886,Drake/Spöke
Dragapult,887,Drake/Spöke
Zacian,888,Fe
Zamazenta,889,Kamp
Eternatus,890,Gift/Drake
Kubfu,891,Kamp
Urshifu,892,Kamp/Mörk
Zarude,893,Mörk/Gräs
Regieleki,894,Elektrisk
Regidrago,895,Drake
Glastrier,896,Is
Spectrier,897,Spöke
Calyrex,898,Psykisk/Gräs
