Ivysaur,2,Gräs/Gift
Venusaur,3,Gräs/Gift
Charmander,4,Eld
Charmeleon,5,Eld
Charizard,6,Eld/Flygande
Squirtle,7,Vatten
Wartortle,8,Vatten
Blastoise,9,Vatten
Caterpie,10,Insekt
Metapod,11,Insekt
Butterfree,12,Insekt/Flygande
Weedle,13,Insekt/Gift
Kakuna,14,Insekt/Gift
Beedrill,15,Insekt/Gift
Pidgey,16,Normal/Flygande
Pidgeotto,17,Normal/Flygande
Pidgeot,18,Normal/Flygande
Rattata,19,Normal
Raticate,20,Normal
Spearow,21,Normal/Flygande
Fearow,22,Normal/Flygande
Ekans,23,Gift
Arbok,24,Gift
Pikachu,25,Elektrisk
Raichu,26,Elektrisk
Sandshrew,27,Mark
Sandslash,28,Mark
Nidoran♀,29,Gift
Nidorina,30,Gift
Nidoqueen,31,Gift/Mark
Nidoran♂,32,Gift
Nidorino,33,Gift
Nidoking,34,Gift/Mark
Clefairy,35,Fe
Clefable,36,Fe
Vulpix,37,Eld
Ninetales,38,Eld
Jigglypuff,39,Normal/Fe
Wigglytuff,40,Normal/Fe
Zubat,41,Gift/Flygande
Golbat,42,Gift/Flygande
Oddish,43,Gräs/Gift
Gloom,44,Gräs/Gift
Vileplume,45,Gräs/Gift
Paras,46,Insekt/Gräs
Parasect,47,Insekt/Gräs
Venonat,48,Insekt/Gift
Venomoth,49,Insekt/Gift
Diglett,50,Mark
Dugtrio,51,Mark
Meowth,52,Normal
Persian,53,Normal
Psyduck,54,Vatten
Golduck,55,Vatten
Mankey,56,Kamp
Primeape,57,Kamp
Growlithe,58,Eld
Arcanine,59,Eld
Poliwag,60,Vatten
Poliwhirl,61,Vatten
Poliwrath,62,Vatten/Kamp
Abra,63,Psykisk
Kadabra,64,Psykisk
Alakazam,65,Psykisk
Machop,66,Kamp
Machoke,67,Kamp
Machamp,68,Kamp
Bellsprout,69,Gräs/Gift
Weepinbell,70,Gräs/Gift
Victreebel,71,Gräs/Gift
Tentacool,72,Vatten/Gift
Tentacruel,73,Vatten/Gift
Geodude,74,Sten/Mark
Graveler,75,Sten/Mark
Golem,76,Sten/Mark
Ponyta,77,Eld
Rapidash,78,Eld
Slowpoke,79,Vatten/Psykisk
Slowbro,80,Vatten/Psykisk
Magnemite,81,Elektrisk/Stål
Magneton,82,Elektrisk/Stål
Farfetch'd,83,Normal/Flygande
Doduo,84,Normal/Flygande
Dodrio,85,Normal/Flygande
Seel,86,Vatten
Dewgong,87,Vatten/Is
Grimer,88,Gift
Muk,89,Gift
Shellder,90,Vatten
Cloyster,91,Vatten/Is
Gastly,92,Spöke/Gift
Haunter,93,Spöke/Gift
Gengar,94,Spöke/Gift
Onix,95,Sten/Mark
Drowzee,96,Psykisk
Hypno,97,Psykisk
Krabby,98,Vatten
Kingler,99,Vatten
Voltorb,100,Elektrisk
Electrode,101,Elektrisk
Exeggcute,102,Gräs/Psykisk
Exeggutor,103,Gräs/Psykisk
Cubone,104,Mark
Marowak,105,Mark
Hitmonlee,106,Kamp
Hitmonchan,107,Kamp
Lickitung,108,Normal
Koffing,109,Gift
Weezing,110,Gift
Rhyhorn,111,Mark/Sten
Rhydon,112,Mark/Sten
Chansey,113,Normal
Tangela,114,Gräs
Kangaskhan,115,Normal
Horsea,116,Vatten
Seadra,117,Vatten
Goldeen,118,Vatten
Seaking,119,Vatten
Staryu,120,Vatten
Starmie,121,Vatten/Psykisk
Mr. Mime,122,Psykisk/Fe
Scyther,123,Insekt/Flygande
Jynx,124,Is/Psykisk
Electabuzz,125,Elektrisk
Magmar,126,Eld
Pinsir,127,Insekt
Tauros,128,Normal
Magikarp,129,Vatten
Gyarados,130,Vatten/Flygande
Lapras,131,Vatten/Is
Ditto,132,Normal
Eevee,133,Normal
Vaporeon,134,Vatten
Jolteon,135,Elektrisk
Flareon,136,Eld
Porygon,137,Normal
Omanyte,138,Sten/Vatten
Omastar,139,Sten/Vatten
Kabuto,140,Sten/Vatten
Kabutops,141,Sten/Vatten
Aerodactyl,142,Sten/Flygande
Snorlax,143,Normal
Articuno,144,Is/Flygande
Zapdos,145,Elektrisk/Flygande
Moltres,146,Eld/Flygande
Dratini,147,Drake
Dragonair,148,Drake
Dragonite,149,Drake/Flygande
Mewtwo,150,Psykisk
Mew,151,Psykisk
Chikorita,152,Gräs
